,time,output
150,-2.199114857512855,-0.587785252292473
151,-2.1928316722056755,-0.5826904796685759
152,-2.186548486898496,-0.5775727034222674
153,-2.1802653015913163,-0.5724321255945907
154,-2.1739821162841366,-0.5672689491267563
155,-2.1676989309769574,-0.5620833778521307
156,-2.161415745669778,-0.5568756164881881
157,-2.155132560362598,-0.5516458706284302
158,-2.1488493750554185,-0.546394346734269
159,-2.142566189748239,-0.5411212521268758
160,-2.1362830044410592,-0.5358267949789964
161,-2.1299998191338796,-0.5305111843067338
162,-2.1237166338267004,-0.5251746299612958
163,-2.1174334485195203,-0.5198173426207092
164,-2.111150263212341,-0.5144395337815065
165,-2.1048670779051615,-0.5090414157503713
166,-2.098583892597982,-0.5036232016357608
167,-2.092300707290802,-0.49818510533949073
168,-2.0860175219836226,-0.49272734154829145
169,-2.079734336676443,-0.4872501257253321
170,-2.0734511513692633,-0.48175367410171505
171,-2.067167966062084,-0.47623820366793923
172,-2.060884780754904,-0.47070393216533224
173,-2.054601595447725,-0.46515107807745837
174,-2.048318410140545,-0.4595798606214878
175,-2.0420352248333655,-0.45399049973954675
176,-2.0357520395261863,-0.4483832160900325
177,-2.0294688542190062,-0.4427582310389014
178,-2.0231856689118266,-0.4371157666509327
179,-2.016902483604647,-0.43145604568095874
180,-2.0106192982974678,-0.4257792915650727
181,-2.0043361129902877,-0.4200857284118059
182,-1.9980529276831085,-0.41437558099328414
183,-1.9917697423759289,-0.408649074736349
184,-1.9854865570687492,-0.4029064357136626
185,-1.9792033717615698,-0.3971478906347807
186,-1.9729201864543902,-0.3913736668372024
187,-1.9666370011472103,-0.3855839922773963
188,-1.9603538158400309,-0.379779095521801
189,-1.9540706305328512,-0.3739592057378003
190,-1.9477874452256716,-0.36812455268467775
191,-1.9415042599184922,-0.36227536670454563
192,-1.9352210746113125,-0.35641187871325064
193,-1.928937889304133,-0.35053432019125885
194,-1.9226547039969535,-0.34464292317451706
195,-1.9163715186897738,-0.33873792024529137
196,-1.9100883333825942,-0.33281954452298657
197,-1.9038051480754148,-0.32688802965494257
198,-1.897521962768235,-0.3209436098072093
199,-1.8912387774610553,-0.31498651965530455
200,-1.8849555921538759,-0.30901699437494734
201,-1.8786724068466962,-0.30303526963277383
202,-1.8723892215395166,-0.29704158157703475
203,-1.8661060362323372,-0.2910361668282718
204,-1.8598228509251575,-0.28501926246997605
205,-1.853539665617978,-0.27899110603922916
206,-1.8472564803107985,-0.2729519355173253
207,-1.8409732950036188,-0.26690198932037557
208,-1.834690109696439,-0.26084150628989666
209,-1.8284069243892596,-0.25477072568338205
210,-1.82212373908208,-0.24868988716485463
211,-1.8158405537749003,-0.2425992307954072
212,-1.8095573684677209,-0.23649899702372465
213,-1.8032741831605412,-0.2303894266765905
214,-1.7969909978533616,-0.22427076094938103
215,-1.7907078125461822,-0.21814324139654256
216,-1.7844246272390025,-0.2120071099220546
217,-1.7781414419318229,-0.20586260876988124
218,-1.7718582566246435,-0.1997099805144071
219,-1.7655750713174636,-0.19354946805086007
220,-1.759291886010284,-0.18738131458572438
221,-1.7530087007031045,-0.18120576362713728
222,-1.746725515395925,-0.17502305897527592
223,-1.7404423300887453,-0.1688334447127337
224,-1.7341591447815659,-0.16263716519488358
225,-1.7278759594743862,-0.1564344650402308
226,-1.7215927741672066,-0.15022558912075692
227,-1.7153095888600272,-0.14401078255225222
228,-1.7090264035528475,-0.13779029068463805
229,-1.7027432182456679,-0.13156435909228245
230,-1.6964600329384882,-0.12533323356430415
231,-1.6901768476313086,-0.11909716009486958
232,-1.683893662324129,-0.11285638487348147
233,-1.6776104770169495,-0.10661115427525987
234,-1.67132729170977,-0.10036171485121478
235,-1.6650441064025903,-0.09410831331851416
236,-1.6587609210954108,-0.0878511965507432
237,-1.6524777357882312,-0.08159061156815751
238,-1.6461945504810516,-0.07532680552793262
239,-1.6399113651738721,-0.06906002571440588
240,-1.6336281798666925,-0.0627905195293134
241,-1.6273449945595126,-0.05651853448202428
242,-1.6210618092523332,-0.05024431817976947
243,-1.6147786239451536,-0.04396811831786477
244,-1.608495438637974,-0.037690182669934354
245,-1.6022122533307945,-0.03141075907812828
246,-1.595929068023615,-0.025130095443337407
247,-1.5896458827164353,-0.018848439715408054
248,-1.5833626974092558,-0.012566039883352653
249,-1.5770795121020762,-0.006283143965558943
250,-1.5707963267948966,6.123233995736766e-17
251,-1.564513141487717,0.006283143965559066
252,-1.5582299561805373,0.012566039883352776
253,-1.5519467708733576,0.018848439715408397
254,-1.5456635855661782,0.02513009544333753
255,-1.5393804002589986,0.031410759078128396
256,-1.533097214951819,0.037690182669934694
257,-1.5268140296446395,0.043968118317864895
258,-1.5205308443374599,0.0502443181797696
259,-1.5142476590302802,0.05651853448202462
260,-1.5079644737231008,0.0627905195293133
261,-1.5016812884159212,0.06906002571440578
262,-1.4953981031087413,0.07532680552793297
263,-1.489114917801562,0.08159061156815764
264,-1.4828317324943823,0.08785119655074332
265,-1.4765485471872026,0.0941083133185145
266,-1.4702653618800232,0.10036171485121491
267,-1.4639821765728436,0.10661115427526
268,-1.457698991265664,0.11285638487348182
269,-1.4514158059584845,0.1190971600948697
270,-1.4451326206513049,0.12533323356430426
271,-1.4388494353441252,0.13156435909228256
272,-1.4325662500369456,0.1377902906846382
273,-1.426283064729766,0.14401078255225233
274,-1.4199998794225863,0.15022558912075729
275,-1.413716694115407,0.15643446504023092
276,-1.4074335088082273,0.16263716519488372
277,-1.4011503235010476,0.16883344471273404
278,-1.3948671381938682,0.17502305897527604
279,-1.3885839528866886,0.1812057636271374
280,-1.382300767579509,0.18738131458572474
281,-1.3760175822723295,0.19354946805086018
282,-1.3697343969651499,0.199709980514407
283,-1.36345121165797,0.20586260876988158
284,-1.3571680263507906,0.21200710992205474
285,-1.350884841043611,0.2181432413965427
286,-1.3446016557364313,0.22427076094938136
287,-1.338318470429252,0.23038942667659063
288,-1.3320352851220723,0.23649899702372476
289,-1.3257520998148926,0.24259923079540754
290,-1.3194689145077132,0.24868988716485474
291,-1.3131857292005336,0.25477072568338216
292,-1.306902543893354,0.260841506289897
293,-1.3006193585861745,0.26690198932037545
294,-1.2943361732789946,0.2729519355173254
295,-1.288052987971815,0.2789911060392295
296,-1.2817698026646356,0.28501926246997616
297,-1.275486617357456,0.29103616682827194
298,-1.2692034320502763,0.2970415815770351
299,-1.2629202467430969,0.303035269632774
300,-1.2566370614359172,0.30901699437494745
301,-1.2503538761287376,0.3149865196553049
302,-1.2440706908215582,0.32094360980720943
303,-1.2377875055143785,0.32688802965494246
304,-1.231504320207199,0.3328195445229867
305,-1.2252211349000193,0.3387379202452915
306,-1.2189379495928396,0.34464292317451717
307,-1.21265476428566,0.3505343201912592
308,-1.2063715789784806,0.35641187871325075
309,-1.200088393671301,0.36227536670454574
310,-1.1938052083641213,0.3681245526846781
311,-1.1875220230569419,0.3739592057378004
312,-1.1812388377497622,0.3797790955218011
313,-1.1749556524425826,0.3855839922773966
314,-1.1686724671354032,0.3913736668372023
315,-1.1623892818282233,0.3971478906347808
316,-1.1561060965210437,0.40290643571366286
317,-1.1498229112138643,0.4086490747363491
318,-1.1435397259066846,0.41437558099328425
319,-1.137256540599505,0.4200857284118064
320,-1.1309733552923253,0.4257792915650728
321,-1.1246901699851461,0.4314560456809588
322,-1.1184069846779665,0.4371157666509328
323,-1.1121237993707869,0.4427582310389015
324,-1.1058406140636072,0.44838321609003223
325,-1.0995574287564276,0.4539904997395468
326,-1.093274243449248,0.4595798606214879
327,-1.0869910581420683,0.4651510780774585
328,-1.0807078728348891,0.47070393216533235
329,-1.074424687527709,0.47623820366793934
330,-1.0681415022205298,0.48175367410171516
331,-1.0618583169133502,0.4872501257253322
332,-1.0555751316061701,0.4927273415482919
333,-1.049291946298991,0.49818510533949084
334,-1.0430087609918113,0.5036232016357609
335,-1.0367255756846316,0.5090414157503714
336,-1.030442390377452,0.5144395337815066
337,-1.0241592050702728,0.5198173426207093
338,-1.0178760197630927,0.5251746299612959
339,-1.0115928344559135,0.5305111843067339
340,-1.0053096491487339,0.5358267949789965
341,-0.9990264638415542,0.5411212521268758
342,-0.9927432785343746,0.5463943467342691
343,-0.986460093227195,0.5516458706284303
344,-0.9801769079200153,0.5568756164881882
345,-0.9738937226128357,0.5620833778521308
346,-0.9676105373056565,0.5672689491267564
347,-0.9613273519984764,0.5724321255945911
348,-0.9550441666912972,0.5775727034222675
349,-0.9487609813841176,0.582690479668576
350,-0.9424777960769379,0.5877852522924731
351,-0.9361946107697583,0.5928568201610593
352,-0.9299114254625791,0.5979049830575186
353,-0.923628240155399,0.6029295416890249
354,-0.9173450548482194,0.6079302976946056
355,-0.9110618695410402,0.6129070536529764
356,-0.9047786842338601,0.6178596130903347
357,-0.8984954989266809,0.6227877804881125
358,-0.8922123136195013,0.6276913612907005
359,-0.8859291283123216,0.6325701619131245
360,-0.879645943005142,0.6374239897486899
361,-0.8733627576979628,0.6422526531765842
362,-0.8670795723907827,0.6470559615694444
363,-0.8607963870836031,0.651833725300879
364,-0.8545132017764239,0.6565857557529564
365,-0.8482300164692438,0.6613118653236522
366,-0.8419468311620646,0.6660118674342516
367,-0.835663645854885,0.6706855765367201
368,-0.8293804605477053,0.6753328081210245
369,-0.8230972752405257,0.6799533787224193
370,-0.8168140899333465,0.6845471059286885
371,-0.8105309046261664,0.6891138083873487
372,-0.8042477193189872,0.6936533058128048
373,-0.7979645340118076,0.6981654189934726
374,-0.7916813487046275,0.7026499697988495
375,-0.7853981633974483,0.7071067811865476
376,-0.7791149780902686,0.7115356772092853
377,-0.772831792783089,0.7159364830218312
378,-0.7665486074759094,0.720309024887907
379,-0.7602654221687302,0.7246531301870466
380,-0.7539822368615501,0.7289686274214118
381,-0.7476990515543709,0.73325534622256
382,-0.7414158662471912,0.7375131173581739
383,-0.7351326809400116,0.7417417727387392
384,-0.728849495632832,0.7459411454241822
385,-0.7225663103256523,0.7501110696304596
386,-0.7162831250184727,0.7542513807361039
387,-0.709999939711293,0.758361915288722
388,-0.7037167544041139,0.7624425110114478
389,-0.6974335690969338,0.7664930068093501
390,-0.6911503837897546,0.7705132427757891
391,-0.6848671984825749,0.7745030601987338
392,-0.6785840131753953,0.7784623015670235
393,-0.6723008278682157,0.7823908105765882
394,-0.6660176425610365,0.7862884321366187
395,-0.6597344572538564,0.7901550123756905
396,-0.6534512719466767,0.7939903986478355
397,-0.6471680866394975,0.7977944395385709
398,-0.6408849013323175,0.8015669848708767
399,-0.6346017160251383,0.8053078857111219
400,-0.6283185307179586,0.8090169943749475
401,-0.622035345410779,0.812694164433094
402,-0.6157521601035993,0.816339250717184
403,-0.6094689747964201,0.8199521093254521
404,-0.6031857894892401,0.8235325976284276
405,-0.5969026041820609,0.8270805742745617
406,-0.5906194188748812,0.8305958991958126
407,-0.5843362335677011,0.8340784336131714
408,-0.578053048260522,0.8375280400421418
409,-0.5717698629533423,0.8409445822981692
410,-0.5654866776461627,0.8443279255020152
411,-0.559203492338983,0.8476779360850834
412,-0.5529203070318038,0.8509944817946917
413,-0.5466371217246238,0.8542774316992953
414,-0.5403539364174446,0.8575266561936522
415,-0.5340707511102649,0.8607420270039436
416,-0.5277875658030848,0.8639234171928355
417,-0.5215043804959056,0.86707070116449
418,-0.515221195188726,0.8701837546695257
419,-0.5089380098815464,0.8732624548099203
420,-0.5026548245743667,0.8763066800438637
421,-0.4963716392671875,0.8793163101905561
422,-0.49008845396000744,0.8822912264349534
423,-0.48380526865282825,0.8852313113324551
424,-0.4775220833456486,0.8881364488135445
425,-0.47123889803846897,0.8910065241883679
426,-0.46495571273128933,0.8938414241512638
427,-0.4586725274241097,0.8966410367852359
428,-0.45238934211693005,0.8994052515663711
429,-0.4461061568097504,0.902133959368203
430,-0.4398229715025712,0.9048270524660195
431,-0.43353978619539113,0.9074844245411171
432,-0.42725660088821193,0.9101059706849957
433,-0.4209734155810323,0.9126915874035028
434,-0.41469023027385266,0.9152411726209175
435,-0.408407044966673,0.9177546256839811
436,-0.4021238596594938,0.9202318473658703
437,-0.39584067435231374,0.9226727398701149
438,-0.3895574890451341,0.9250772068344582
439,-0.3832743037379549,0.9274451533346613
440,-0.3769911184307748,0.9297764858882516
441,-0.3707079331235956,0.932071112458211
442,-0.364424747816416,0.934328942456612
443,-0.35814156250923634,0.9365498867481924
444,-0.3518583772020567,0.9387338576538742
445,-0.3455751918948775,0.9408807689542253
446,-0.3392920065876974,0.9429905358928645
447,-0.33300882128051823,0.9450630751798048
448,-0.3267256359733386,0.9470983049947442
449,-0.3204424506661585,0.9490961449902947
450,-0.3141592653589793,0.9510565162951535
451,-0.30787608005179967,0.9529793415172189
452,-0.30159289474462003,0.954864544746643
453,-0.2953097094374404,0.9567120515588305
454,-0.2890265241302612,0.9585217890173758
455,-0.2827433388230811,0.9602936856769432
456,-0.2764601535159019,0.9620276715860858
457,-0.2701769682087223,0.9637236782900097
458,-0.26389378290154264,0.9653816388332739
459,-0.257610597594363,0.9670014877624351
460,-0.25132741228718336,0.9685831611286312
461,-0.24504422698000372,0.9701265964901059
462,-0.23876104167282408,0.971631732914674
463,-0.23247785636564489,0.9730985109821265
464,-0.2261946710584648,0.9745268727865772
465,-0.2199114857512856,0.9759167619387474
466,-0.21362830044410597,0.9772681235681935
467,-0.20734511513692633,0.9785809043254721
468,-0.2010619298297467,0.9798550523842469
469,-0.1947787445225675,0.981090517443334
470,-0.1884955592153874,0.9822872507286887
471,-0.18221237390820777,0.9834452049953297
472,-0.17592918860102857,0.9845643345292053
473,-0.1696460032938485,0.985644595148998
474,-0.1633628179866693,0.986685944207868
475,-0.15707963267948966,0.9876883405951378
476,-0.15079644737231002,0.9886517447379141
477,-0.14451326206513038,0.9895761186026509
478,-0.13823007675795118,0.9904614256966512
479,-0.1319468914507711,0.9913076310695066
480,-0.1256637061435919,0.9921147013144778
481,-0.11938052083641226,0.9928826045698137
482,-0.11309733552923218,0.9936113105200085
483,-0.10681415022205298,0.9943007903969989
484,-0.10053096491487334,0.9949510169813002
485,-0.0942477796076937,0.99556196460308
486,-0.08796459430051407,0.9961336091431725
487,-0.08168140899333487,0.9966659280340299
488,-0.07539822368615479,0.9971589002606139
489,-0.06911503837897559,0.9976125063612252
490,-0.06283185307179595,0.9980267284282716
491,-0.05654866776461587,0.998401550108975
492,-0.05026548245743667,0.9987369566060175
493,-0.04398229715025703,0.9990329346781247
494,-0.03769911184307739,0.9992894726405892
495,-0.031415926535897754,0.9995065603657316
496,-0.025132741228718558,0.9996841892832999
497,-0.018849555921538474,0.999822352380809
498,-0.012566370614359279,0.9999210442038161
499,-0.0062831853071796395,0.9999802608561371
500,0.0,1.0
501,0.0062831853071796395,0.9999802608561371
502,0.012566370614359279,0.9999210442038161
503,0.01884955592153892,0.999822352380809
504,0.025132741228718558,0.9996841892832999
505,0.031415926535897754,0.9995065603657316
506,0.03769911184307784,0.9992894726405892
507,0.04398229715025703,0.9990329346781247
508,0.05026548245743667,0.9987369566060175
509,0.05654866776461631,0.998401550108975
510,0.06283185307179595,0.9980267284282716
511,0.06911503837897515,0.9976125063612252
512,0.07539822368615523,0.9971589002606139
513,0.08168140899333487,0.9966659280340299
514,0.08796459430051407,0.9961336091431725
515,0.09424777960769415,0.99556196460308
516,0.10053096491487334,0.9949510169813002
517,0.10681415022205298,0.9943007903969989
518,0.11309733552923262,0.9936113105200084
519,0.11938052083641226,0.9928826045698137
520,0.12566370614359146,0.9921147013144779
521,0.13194689145077154,0.9913076310695066
522,0.13823007675795074,0.9904614256966512
523,0.14451326206513038,0.9895761186026509
524,0.15079644737231046,0.988651744737914
525,0.15707963267948966,0.9876883405951378
526,0.1633628179866693,0.986685944207868
527,0.16964600329384893,0.985644595148998
528,0.17592918860102857,0.9845643345292053
529,0.18221237390820777,0.9834452049953297
530,0.18849555921538785,0.9822872507286886
531,0.19477874452256705,0.9810905174433341
532,0.2010619298297467,0.9798550523842469
533,0.20734511513692633,0.9785809043254721
534,0.21362830044410597,0.9772681235681935
535,0.2199114857512856,0.9759167619387474
536,0.22619467105846525,0.9745268727865771
537,0.23247785636564489,0.9730985109821265
538,0.23876104167282408,0.971631732914674
539,0.24504422698000417,0.9701265964901058
540,0.25132741228718336,0.9685831611286312
541,0.257610597594363,0.9670014877624351
542,0.26389378290154264,0.9653816388332739
543,0.2701769682087223,0.9637236782900097
544,0.2764601535159019,0.9620276715860858
545,0.28274333882308156,0.9602936856769431
546,0.2890265241302612,0.9585217890173758
547,0.2953097094374404,0.9567120515588305
548,0.3015928947446205,0.9548645447466428
549,0.30787608005179967,0.9529793415172189
550,0.3141592653589793,0.9510565162951535
551,0.32044245066615895,0.9490961449902946
552,0.3267256359733386,0.9470983049947442
553,0.3330088212805178,0.9450630751798049
554,0.33929200658769787,0.9429905358928644
555,0.3455751918948775,0.9408807689542253
556,0.3518583772020567,0.9387338576538742
557,0.3581415625092368,0.9365498867481922
558,0.364424747816416,0.934328942456612
559,0.3707079331235956,0.932071112458211
560,0.37699111843077526,0.9297764858882513
561,0.3832743037379549,0.9274451533346613
562,0.3895574890451341,0.9250772068344582
563,0.3958406743523142,0.9226727398701148
564,0.4021238596594934,0.9202318473658704
565,0.408407044966673,0.9177546256839811
566,0.4146902302738531,0.9152411726209174
567,0.4209734155810323,0.9126915874035028
568,0.42725660088821193,0.9101059706849957
569,0.4335397861953916,0.9074844245411169
570,0.4398229715025712,0.9048270524660195
571,0.4461061568097504,0.902133959368203
572,0.4523893421169305,0.899405251566371
573,0.4586725274241097,0.8966410367852359
574,0.46495571273128933,0.8938414241512638
575,0.47123889803846897,0.8910065241883679
576,0.4775220833456486,0.8881364488135445
577,0.48380526865282825,0.8852313113324551
578,0.4900884539600079,0.8822912264349532
579,0.4963716392671875,0.8793163101905561
580,0.5026548245743667,0.8763066800438637
581,0.5089380098815468,0.87326245480992
582,0.515221195188726,0.8701837546695257
583,0.5215043804959056,0.86707070116449
584,0.5277875658030853,0.8639234171928353
585,0.5340707511102649,0.8607420270039436
586,0.5403539364174441,0.8575266561936524
587,0.5466371217246242,0.854277431699295
588,0.5529203070318038,0.8509944817946917
589,0.559203492338983,0.8476779360850834
590,0.5654866776461631,0.8443279255020149
591,0.5717698629533423,0.8409445822981692
592,0.578053048260522,0.8375280400421418
593,0.5843362335677016,0.8340784336131711
594,0.5906194188748812,0.8305958991958126
595,0.5969026041820604,0.8270805742745619
596,0.6031857894892405,0.8235325976284273
597,0.6094689747964197,0.8199521093254525
598,0.6157521601035993,0.816339250717184
599,0.6220353454107794,0.8126941644330937
600,0.6283185307179586,0.8090169943749475
601,0.6346017160251383,0.8053078857111219
602,0.6408849013323179,0.8015669848708765
603,0.6471680866394975,0.7977944395385709
604,0.6534512719466767,0.7939903986478355
605,0.6597344572538568,0.7901550123756902
606,0.666017642561036,0.786288432136619
607,0.6723008278682157,0.7823908105765882
608,0.6785840131753953,0.7784623015670235
609,0.6848671984825749,0.7745030601987338
610,0.6911503837897546,0.7705132427757891
611,0.6974335690969342,0.7664930068093497
612,0.7037167544041139,0.7624425110114478
613,0.709999939711293,0.758361915288722
614,0.7162831250184731,0.7542513807361036
615,0.7225663103256523,0.7501110696304596
616,0.728849495632832,0.7459411454241822
617,0.7351326809400116,0.7417417727387392
618,0.7414158662471912,0.7375131173581739
619,0.7476990515543709,0.73325534622256
620,0.7539822368615505,0.7289686274214114
621,0.7602654221687302,0.7246531301870466
622,0.7665486074759094,0.720309024887907
623,0.7728317927830894,0.7159364830218309
624,0.7791149780902686,0.7115356772092853
625,0.7853981633974483,0.7071067811865476
626,0.7916813487046279,0.7026499697988492
627,0.7979645340118076,0.6981654189934726
628,0.8042477193189868,0.6936533058128052
629,0.8105309046261668,0.6891138083873484
630,0.8168140899333465,0.6845471059286885
631,0.8230972752405257,0.6799533787224193
632,0.8293804605477058,0.6753328081210241
633,0.835663645854885,0.6706855765367201
634,0.8419468311620646,0.6660118674342516
635,0.8482300164692442,0.6613118653236518
636,0.8545132017764239,0.6565857557529564
637,0.8607963870836031,0.651833725300879
638,0.8670795723907831,0.6470559615694441
639,0.8733627576979623,0.6422526531765845
640,0.8796459430051424,0.6374239897486894
641,0.8859291283123216,0.6325701619131245
642,0.8922123136195008,0.6276913612907008
643,0.8984954989266809,0.6227877804881125
644,0.9047786842338601,0.6178596130903347
645,0.9110618695410402,0.6129070536529764
646,0.9173450548482194,0.6079302976946056
647,0.9236282401553995,0.6029295416890245
648,0.9299114254625787,0.597904983057519
649,0.9361946107697587,0.592856820161059
650,0.9424777960769379,0.5877852522924731
651,0.9487609813841171,0.5826904796685765
652,0.9550441666912972,0.5775727034222675
653,0.9613273519984773,0.5724321255945904
654,0.9676105373056565,0.5672689491267564
655,0.9738937226128357,0.5620833778521308
656,0.9801769079200149,0.5568756164881885
657,0.986460093227195,0.5516458706284303
658,0.992743278534375,0.5463943467342688
659,0.9990264638415542,0.5411212521268758
660,1.0053096491487334,0.535826794978997
661,1.0115928344559135,0.5305111843067339
662,1.0178760197630927,0.5251746299612959
663,1.024159205070272,0.5198173426207101
664,1.0304423903774529,0.5144395337815059
665,1.036725575684632,0.509041415750371
666,1.0430087609918113,0.5036232016357609
667,1.0492919462989905,0.49818510533949123
668,1.0555751316061706,0.49272734154829156
669,1.0618583169133498,0.4872501257253326
670,1.0681415022205298,0.48175367410171516
671,1.074424687527709,0.47623820366793934
672,1.0807078728348891,0.47070393216533235
